USERPROFILE_HISTORY_ID,USERPROFILE_ID,ACCESSCATALYST,OLD_VALUE,NEW_VALUE,MODIFIED,REASON,MODIFIEDBY,CHANGED_BY,CHANGED_DATE,CHANGED_BY_DEPUTY,CHANGE_TYPE,VALID_FROM,APPROVED_BY,RECORD_NUMBER,VALID_TO,IS_TIMELINE,APPROVED_ON,REASON_FOR_CHANGE_IN_VALUE,CHANGED_BY_ROLE,PRIMARY_RECORD,APPROVED_BY_DEPUTY,CHANGE_FROM_COMMON_TYPE,CHANGE_FROM_PROCESS_ID,INTEGRATION_ID,INTEGRATION_VERSION,INTEGRATION_TYPE,INTEGRATION_MODE
166,2,49,Scrum Master,AWS Certified,2023-06-29 13:06:09,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,angela50,974,2023-06-29 13:06:09,35,4,2023-04-15,282,166,2023-12-26,0,2023-07-20 13:06:09,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,3,418,831,5,46,0,0,0,0
167,2,51,Scrum Master,AWS Certified,2023-02-18 13:06:10,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,perezryan,853,2023-02-18 13:06:10,112,4,2023-01-13,861,167,2023-07-29,0,2023-03-10 13:06:10,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,1,506,203,7,47,0,0,0,0
168,2,53,Power BI,Java,2023-12-13 13:06:11,Profile value updated from 'Power BI' to 'Java' for role alignment.,normaadams,524,2023-12-13 13:06:11,591,2,2023-10-31,391,168,2024-06-03,0,2023-12-19 13:06:11,Profile value updated from 'Power BI' to 'Java' for role alignment.,1,543,587,10,21,0,0,0,0
169,2,53,Java,Python,2023-03-30 13:06:12,Profile value updated from 'Java' to 'Python' for role alignment.,henrylaura,128,2023-03-30 13:06:12,841,5,2023-01-09,151,169,2023-09-02,0,2023-04-12 13:06:12,Profile value updated from 'Java' to 'Python' for role alignment.,3,640,8,5,81,0,0,0,0
170,2,53,Python,Excel,2024-02-01 13:06:12,Profile value updated from 'Python' to 'Excel' for role alignment.,douglasjones,519,2024-02-01 13:06:12,449,1,2023-11-21,480,170,2024-06-24,1,2024-02-16 13:06:12,Profile value updated from 'Python' to 'Excel' for role alignment.,1,610,330,6,89,0,0,0,0
171,2,56,Cycling,Photography,2023-01-19 13:06:13,Profile value updated from 'Cycling' to 'Photography' for role alignment.,daniellerodriguez,226,2023-01-19 13:06:13,789,1,2022-12-07,587,171,2023-07-18,1,2023-01-21 13:06:13,Profile value updated from 'Cycling' to 'Photography' for role alignment.,4,586,680,9,57,0,0,0,0
172,2,56,Hiking,Cycling,2023-11-09 13:06:14,Profile value updated from 'Hiking' to 'Cycling' for role alignment.,nandrews,170,2023-11-09 13:06:14,379,1,2023-08-26,631,172,2024-02-05,0,2023-11-15 13:06:14,Profile value updated from 'Hiking' to 'Cycling' for role alignment.,3,385,491,8,71,0,0,0,0
173,2,57,Running,Cycling,2023-08-12 13:06:15,Profile value updated from 'Running' to 'Cycling' for role alignment.,devin82,912,2023-08-12 13:06:15,290,1,2023-05-25,699,173,2024-01-16,0,2023-09-03 13:06:15,Profile value updated from 'Running' to 'Cycling' for role alignment.,2,833,902,6,61,0,0,0,0
174,2,57,Scrum Master,PMP,2023-02-27 13:06:16,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,perrytammy,748,2023-02-27 13:06:16,957,4,2022-11-21,364,174,2023-08-03,1,2023-03-10 13:06:16,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,7,959,537,6,8,0,0,0,0
175,2,57,AWS Certified,Azure Fundamentals,2023-04-09 13:06:17,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,bennettvernon,458,2023-04-09 13:06:17,408,5,2023-03-19,437,175,2023-08-11,0,2023-04-30 13:06:17,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,6,77,81,7,11,0,0,0,0
176,2,59,Python,Excel,2024-03-23 13:06:17,Profile value updated from 'Python' to 'Excel' for role alignment.,william82,931,2024-03-23 13:06:17,48,3,2024-02-20,873,176,2024-07-06,0,2024-04-16 13:06:17,Profile value updated from 'Python' to 'Excel' for role alignment.,8,872,847,3,37,0,0,0,0
177,2,59,Scrum Master,AWS Certified,2023-08-14 13:06:18,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,lisafernandez,420,2023-08-14 13:06:18,44,4,2023-07-01,567,177,2023-11-03,1,2023-08-19 13:06:18,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,9,400,275,9,40,0,0,0,0
178,2,59,Azure Fundamentals,Scrum Master,2023-07-21 13:06:18,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,rcarroll,352,2023-07-21 13:06:18,919,5,2023-06-06,196,178,2023-12-27,0,2023-08-15 13:06:18,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,2,779,905,2,91,0,0,0,0
179,2,60,Java,Power BI,2023-04-05 13:06:19,Profile value updated from 'Java' to 'Power BI' for role alignment.,lindalee,528,2023-04-05 13:06:19,754,2,2023-01-18,312,179,2023-08-07,1,2023-04-25 13:06:19,Profile value updated from 'Java' to 'Power BI' for role alignment.,5,353,293,7,58,0,0,0,0
180,2,60,SQL,Java,2024-03-25 13:06:20,Profile value updated from 'SQL' to 'Java' for role alignment.,riossarah,438,2024-03-25 13:06:20,682,4,2024-01-05,735,180,2024-06-04,0,2024-04-16 13:06:20,Profile value updated from 'SQL' to 'Java' for role alignment.,2,809,548,3,49,0,0,0,0
181,2,63,Azure Fundamentals,Scrum Master,2023-01-21 13:06:21,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,mary94,950,2023-01-21 13:06:21,763,3,2022-10-30,182,181,2023-03-23,0,2023-01-26 13:06:21,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,1,427,487,7,52,0,0,0,0
182,2,64,Python,SQL,2023-02-26 13:06:21,Profile value updated from 'Python' to 'SQL' for role alignment.,rebekah82,347,2023-02-26 13:06:21,931,4,2023-01-22,346,182,2023-04-10,0,2023-03-20 13:06:21,Profile value updated from 'Python' to 'SQL' for role alignment.,3,574,109,1,57,0,0,0,0
183,2,64,Running,Hiking,2022-11-25 13:06:22,Profile value updated from 'Running' to 'Hiking' for role alignment.,isaiahsims,998,2022-11-25 13:06:22,431,3,2022-10-28,881,183,2023-03-29,0,2022-11-26 13:06:22,Profile value updated from 'Running' to 'Hiking' for role alignment.,3,244,71,4,79,0,0,0,0
184,2,65,Running,Hiking,2024-02-21 13:06:23,Profile value updated from 'Running' to 'Hiking' for role alignment.,shannonangela,13,2024-02-21 13:06:23,685,1,2023-11-18,592,184,2024-05-08,0,2024-03-16 13:06:23,Profile value updated from 'Running' to 'Hiking' for role alignment.,5,555,851,2,49,0,0,0,0
185,2,65,Cycling,Photography,2023-11-01 13:06:24,Profile value updated from 'Cycling' to 'Photography' for role alignment.,finleyjimmy,516,2023-11-01 13:06:24,8,1,2023-07-26,449,185,2023-12-11,1,2023-11-28 13:06:24,Profile value updated from 'Cycling' to 'Photography' for role alignment.,3,272,672,2,61,0,0,0,0
186,2,65,Python,SQL,2023-08-29 13:06:25,Profile value updated from 'Python' to 'SQL' for role alignment.,lstevens,297,2023-08-29 13:06:25,941,3,2023-06-22,892,186,2023-12-11,1,2023-09-12 13:06:25,Profile value updated from 'Python' to 'SQL' for role alignment.,5,388,994,2,38,0,0,0,0
187,2,66,Power BI,Python,2022-11-27 13:06:26,Profile value updated from 'Power BI' to 'Python' for role alignment.,qandrews,528,2022-11-27 13:06:26,133,4,2022-10-15,487,187,2023-04-23,0,2022-12-01 13:06:26,Profile value updated from 'Power BI' to 'Python' for role alignment.,7,284,397,10,4,0,0,0,0
188,2,66,PMP,AWS Certified,2023-12-01 13:06:26,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,xwhitaker,3,2023-12-01 13:06:26,580,4,2023-09-30,764,188,2024-05-20,1,2023-12-28 13:06:26,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,6,58,32,10,10,0,0,0,0
189,2,66,Python,SQL,2023-08-08 13:06:27,Profile value updated from 'Python' to 'SQL' for role alignment.,amy33,577,2023-08-08 13:06:27,504,2,2023-05-21,182,189,2023-09-19,0,2023-09-04 13:06:27,Profile value updated from 'Python' to 'SQL' for role alignment.,6,804,882,5,10,0,0,0,0
190,2,67,Hiking,Photography,2023-06-05 13:06:28,Profile value updated from 'Hiking' to 'Photography' for role alignment.,jane66,828,2023-06-05 13:06:28,347,1,2023-03-16,655,190,2023-11-06,0,2023-06-24 13:06:28,Profile value updated from 'Hiking' to 'Photography' for role alignment.,1,684,879,10,63,0,0,0,0
191,2,67,Python,Excel,2023-03-30 13:06:29,Profile value updated from 'Python' to 'Excel' for role alignment.,agreen,894,2023-03-30 13:06:29,126,3,2023-01-22,924,191,2023-06-30,0,2023-04-13 13:06:29,Profile value updated from 'Python' to 'Excel' for role alignment.,2,848,933,10,22,0,0,0,0
192,2,67,SQL,Python,2023-01-13 13:06:29,Profile value updated from 'SQL' to 'Python' for role alignment.,elizabethgonzalez,257,2023-01-13 13:06:29,975,4,2023-01-03,611,192,2023-04-04,1,2023-01-23 13:06:29,Profile value updated from 'SQL' to 'Python' for role alignment.,7,605,61,10,94,0,0,0,0
193,2,71,SQL,Power BI,2024-02-01 13:06:30,Profile value updated from 'SQL' to 'Power BI' for role alignment.,matthew58,252,2024-02-01 13:06:30,148,1,2023-11-26,458,193,2024-06-19,1,2024-03-01 13:06:30,Profile value updated from 'SQL' to 'Power BI' for role alignment.,6,249,328,2,81,0,0,0,0
194,2,71,Power BI,Excel,2023-10-23 13:06:31,Profile value updated from 'Power BI' to 'Excel' for role alignment.,hhowe,651,2023-10-23 13:06:31,355,5,2023-07-29,504,194,2024-02-29,1,2023-10-27 13:06:31,Profile value updated from 'Power BI' to 'Excel' for role alignment.,5,210,812,10,85,0,0,0,0
195,2,71,Python,Excel,2023-04-24 13:06:32,Profile value updated from 'Python' to 'Excel' for role alignment.,mwillis,299,2023-04-24 13:06:32,76,2,2023-03-05,20,195,2023-06-12,1,2023-04-26 13:06:32,Profile value updated from 'Python' to 'Excel' for role alignment.,8,465,410,6,47,0,0,0,0
196,2,73,Running,Photography,2024-01-31 13:06:32,Profile value updated from 'Running' to 'Photography' for role alignment.,pauljennifer,887,2024-01-31 13:06:32,33,2,2024-01-13,543,196,2024-07-07,0,2024-02-18 13:06:32,Profile value updated from 'Running' to 'Photography' for role alignment.,9,206,294,2,95,0,0,0,0
197,2,74,AWS Certified,Scrum Master,2023-09-23 13:06:33,Profile value updated from 'AWS Certified' to 'Scrum Master' for role alignment.,johnstonmelissa,672,2023-09-23 13:06:33,978,4,2023-08-01,780,197,2024-02-29,1,2023-10-16 13:06:33,Profile value updated from 'AWS Certified' to 'Scrum Master' for role alignment.,8,548,815,10,74,0,0,0,0
198,2,75,Running,Photography,2023-07-31 13:06:34,Profile value updated from 'Running' to 'Photography' for role alignment.,taraanderson,2,2023-07-31 13:06:34,47,3,2023-05-20,428,198,2023-12-01,0,2023-08-12 13:06:34,Profile value updated from 'Running' to 'Photography' for role alignment.,3,516,887,3,77,0,0,0,0
199,2,76,Running,Photography,2024-01-06 13:06:35,Profile value updated from 'Running' to 'Photography' for role alignment.,tamarasaunders,93,2024-01-06 13:06:35,752,3,2023-10-29,372,199,2024-02-17,1,2024-01-31 13:06:35,Profile value updated from 'Running' to 'Photography' for role alignment.,7,246,282,7,17,0,0,0,0
200,2,76,SQL,Java,2024-01-14 13:06:36,Profile value updated from 'SQL' to 'Java' for role alignment.,robinsonshelley,45,2024-01-14 13:06:36,816,3,2023-11-22,362,200,2024-04-29,1,2024-02-07 13:06:36,Profile value updated from 'SQL' to 'Java' for role alignment.,7,140,828,7,50,0,0,0,0
201,2,76,Java,Excel,2023-09-25 13:06:37,Profile value updated from 'Java' to 'Excel' for role alignment.,riverssavannah,430,2023-09-25 13:06:37,19,2,2023-07-15,475,201,2023-11-29,0,2023-10-17 13:06:37,Profile value updated from 'Java' to 'Excel' for role alignment.,6,418,241,10,22,0,0,0,0
202,2,77,Hiking,Photography,2023-04-05 13:06:38,Profile value updated from 'Hiking' to 'Photography' for role alignment.,fgilbert,627,2023-04-05 13:06:38,254,1,2023-03-03,622,202,2023-07-07,1,2023-04-24 13:06:38,Profile value updated from 'Hiking' to 'Photography' for role alignment.,6,772,888,8,29,0,0,0,0
203,2,78,PMP,AWS Certified,2023-12-24 13:06:38,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,morganjoann,407,2023-12-24 13:06:38,417,5,2023-11-03,931,203,2024-06-15,0,2024-01-19 13:06:38,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,4,470,435,1,13,0,0,0,0
204,2,78,Running,Hiking,2023-09-06 13:06:39,Profile value updated from 'Running' to 'Hiking' for role alignment.,wcarson,855,2023-09-06 13:06:39,128,3,2023-07-23,420,204,2023-10-10,1,2023-09-22 13:06:39,Profile value updated from 'Running' to 'Hiking' for role alignment.,7,96,719,6,35,0,0,0,0
205,2,80,Azure Fundamentals,PMP,2022-11-22 13:06:40,Profile value updated from 'Azure Fundamentals' to 'PMP' for role alignment.,morgan23,827,2022-11-22 13:06:40,877,3,2022-10-22,156,205,2023-01-14,1,2022-12-21 13:06:40,Profile value updated from 'Azure Fundamentals' to 'PMP' for role alignment.,4,297,448,10,70,0,0,0,0
206,2,80,Scrum Master,AWS Certified,2023-04-26 13:06:41,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,alexismorris,25,2023-04-26 13:06:41,521,5,2023-02-18,113,206,2023-07-27,1,2023-04-27 13:06:41,Profile value updated from 'Scrum Master' to 'AWS Certified' for role alignment.,9,765,631,9,43,0,0,0,0
207,2,80,PMP,Azure Fundamentals,2022-11-19 13:06:42,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,amanda90,837,2022-11-19 13:06:42,317,3,2022-11-08,479,207,2023-01-25,1,2022-11-30 13:06:42,Profile value updated from 'PMP' to 'Azure Fundamentals' for role alignment.,2,914,261,2,11,0,0,0,0
208,2,81,Hiking,Cycling,2023-09-02 13:06:42,Profile value updated from 'Hiking' to 'Cycling' for role alignment.,davidcollins,693,2023-09-02 13:06:42,825,2,2023-06-24,580,208,2024-01-06,1,2023-09-25 13:06:42,Profile value updated from 'Hiking' to 'Cycling' for role alignment.,3,235,918,3,53,0,0,0,0
209,2,81,Photography,Running,2024-02-08 13:06:43,Profile value updated from 'Photography' to 'Running' for role alignment.,amandalopez,334,2024-02-08 13:06:43,140,3,2024-01-16,790,209,2024-06-28,0,2024-02-13 13:06:43,Profile value updated from 'Photography' to 'Running' for role alignment.,9,102,323,8,20,0,0,0,0
210,2,82,PMP,AWS Certified,2023-07-15 13:06:43,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,lestrada,624,2023-07-15 13:06:43,598,4,2023-04-26,521,210,2023-12-22,0,2023-08-07 13:06:43,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,1,953,360,6,83,0,0,0,0
211,2,82,AWS Certified,Scrum Master,2023-07-04 13:06:44,Profile value updated from 'AWS Certified' to 'Scrum Master' for role alignment.,jessicamiller,429,2023-07-04 13:06:44,407,3,2023-05-23,469,211,2023-08-16,1,2023-07-12 13:06:44,Profile value updated from 'AWS Certified' to 'Scrum Master' for role alignment.,3,442,80,1,40,0,0,0,0
212,2,88,Photography,Running,2023-05-29 13:06:45,Profile value updated from 'Photography' to 'Running' for role alignment.,gutierrezmackenzie,691,2023-05-29 13:06:45,242,3,2023-04-25,766,212,2023-09-11,0,2023-06-17 13:06:45,Profile value updated from 'Photography' to 'Running' for role alignment.,1,550,487,5,86,0,0,0,0
213,2,88,Azure Fundamentals,Scrum Master,2024-03-03 13:06:45,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,smithpatricia,900,2024-03-03 13:06:45,794,1,2023-12-24,268,213,2024-07-03,0,2024-04-02 13:06:45,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,7,121,542,4,81,0,0,0,0
214,2,89,Hiking,Running,2023-09-24 13:06:46,Profile value updated from 'Hiking' to 'Running' for role alignment.,adamsluis,886,2023-09-24 13:06:46,414,5,2023-08-05,748,214,2024-01-01,0,2023-10-10 13:06:46,Profile value updated from 'Hiking' to 'Running' for role alignment.,4,654,71,2,85,0,0,0,0
215,2,89,Hiking,Photography,2024-01-13 13:06:47,Profile value updated from 'Hiking' to 'Photography' for role alignment.,davidvaldez,801,2024-01-13 13:06:47,962,3,2023-11-16,521,215,2024-03-20,1,2024-01-31 13:06:47,Profile value updated from 'Hiking' to 'Photography' for role alignment.,10,709,449,5,43,0,0,0,0
216,2,89,Photography,Cycling,2023-09-25 13:06:47,Profile value updated from 'Photography' to 'Cycling' for role alignment.,kelly66,733,2023-09-25 13:06:47,734,4,2023-09-01,701,216,2023-11-05,0,2023-10-11 13:06:47,Profile value updated from 'Photography' to 'Cycling' for role alignment.,10,109,991,5,11,0,0,0,0
217,2,90,Power BI,Python,2024-02-24 13:06:48,Profile value updated from 'Power BI' to 'Python' for role alignment.,david32,149,2024-02-24 13:06:48,20,3,2023-11-21,578,217,2024-06-23,0,2024-03-07 13:06:48,Profile value updated from 'Power BI' to 'Python' for role alignment.,2,758,654,6,9,0,0,0,0
218,2,90,Azure Fundamentals,Scrum Master,2023-03-21 13:06:49,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,calvarado,275,2023-03-21 13:06:49,39,3,2023-02-07,210,218,2023-04-24,1,2023-04-10 13:06:49,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,1,585,354,2,73,0,0,0,0
219,2,93,SQL,Excel,2023-08-05 13:06:50,Profile value updated from 'SQL' to 'Excel' for role alignment.,smithalexander,959,2023-08-05 13:06:50,237,3,2023-06-28,648,219,2024-01-09,0,2023-08-11 13:06:50,Profile value updated from 'SQL' to 'Excel' for role alignment.,8,376,412,5,95,0,0,0,0
220,2,93,Running,Hiking,2024-04-25 13:06:51,Profile value updated from 'Running' to 'Hiking' for role alignment.,christopherromero,425,2024-04-25 13:06:51,989,1,2024-02-23,853,220,2024-10-12,1,2024-05-06 13:06:51,Profile value updated from 'Running' to 'Hiking' for role alignment.,4,939,984,8,2,0,0,0,0
221,2,93,Running,Hiking,2023-09-12 13:06:52,Profile value updated from 'Running' to 'Hiking' for role alignment.,westjoseph,189,2023-09-12 13:06:52,67,3,2023-06-20,766,221,2023-11-11,0,2023-09-25 13:06:52,Profile value updated from 'Running' to 'Hiking' for role alignment.,4,650,300,4,52,0,0,0,0
222,2,94,PMP,AWS Certified,2023-10-03 13:06:53,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,fparsons,921,2023-10-03 13:06:53,520,1,2023-08-29,228,222,2024-02-07,0,2023-10-19 13:06:53,Profile value updated from 'PMP' to 'AWS Certified' for role alignment.,7,863,846,6,97,0,0,0,0
223,2,94,Running,Hiking,2024-01-22 13:06:53,Profile value updated from 'Running' to 'Hiking' for role alignment.,julia81,896,2024-01-22 13:06:53,729,1,2023-11-27,556,223,2024-03-31,0,2024-02-09 13:06:53,Profile value updated from 'Running' to 'Hiking' for role alignment.,6,186,651,1,48,0,0,0,0
224,2,95,PMP,Scrum Master,2023-05-26 13:06:54,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,wilsonadam,718,2023-05-26 13:06:54,949,5,2023-02-15,329,224,2023-10-10,0,2023-06-05 13:06:54,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,7,562,294,2,5,0,0,0,0
225,2,95,Excel,Python,2023-03-29 13:06:55,Profile value updated from 'Excel' to 'Python' for role alignment.,ismith,776,2023-03-29 13:06:55,862,1,2023-01-08,836,225,2023-06-30,1,2023-04-09 13:06:55,Profile value updated from 'Excel' to 'Python' for role alignment.,10,725,590,8,81,0,0,0,0
226,2,95,PMP,Scrum Master,2023-06-28 13:06:56,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,allenjesse,789,2023-06-28 13:06:56,865,4,2023-05-21,594,226,2023-10-31,0,2023-07-14 13:06:56,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,5,557,811,10,62,0,0,0,0
227,2,97,Excel,Python,2023-11-08 13:06:57,Profile value updated from 'Excel' to 'Python' for role alignment.,beckerkevin,737,2023-11-08 13:06:57,785,1,2023-08-17,218,227,2023-12-16,0,2023-11-09 13:06:57,Profile value updated from 'Excel' to 'Python' for role alignment.,4,208,1000,9,5,0,0,0,0
228,2,99,Azure Fundamentals,Scrum Master,2023-01-15 13:06:58,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,davidjoyce,157,2023-01-15 13:06:58,991,1,2022-11-10,64,228,2023-06-21,1,2023-02-07 13:06:58,Profile value updated from 'Azure Fundamentals' to 'Scrum Master' for role alignment.,4,423,886,7,31,0,0,0,0
229,2,99,PMP,Scrum Master,2023-09-08 13:06:58,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,vanessa55,352,2023-09-08 13:06:58,419,4,2023-07-30,357,229,2023-10-26,0,2023-09-20 13:06:58,Profile value updated from 'PMP' to 'Scrum Master' for role alignment.,7,493,105,10,36,0,0,0,0
230,2,100,Hiking,Running,2023-09-19 13:06:59,Profile value updated from 'Hiking' to 'Running' for role alignment.,pwright,54,2023-09-19 13:06:59,6,4,2023-06-19,857,230,2024-03-04,1,2023-09-29 13:06:59,Profile value updated from 'Hiking' to 'Running' for role alignment.,7,45,186,5,22,0,0,0,0
231,2,100,AWS Certified,Azure Fundamentals,2023-09-29 13:07:00,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,hornkristy,516,2023-09-29 13:07:00,836,3,2023-09-08,937,231,2024-01-16,0,2023-10-03 13:07:00,Profile value updated from 'AWS Certified' to 'Azure Fundamentals' for role alignment.,7,173,430,2,14,0,0,0,0
232,2,100,Power BI,Java,2023-12-09 13:07:01,Profile value updated from 'Power BI' to 'Java' for role alignment.,nthomas,565,2023-12-09 13:07:01,753,1,2023-11-08,782,232,2024-03-03,1,2024-01-05 13:07:01,Profile value updated from 'Power BI' to 'Java' for role alignment.,9,806,70,10,43,0,0,0,0
233,3,2,SQL,Power BI,2023-09-12 13:07:02,Profile value updated from 'SQL' to 'Power BI' for role alignment.,taylor38,526,2023-09-12 13:07:02,745,4,2023-08-30,390,233,2023-10-31,0,2023-09-25 13:07:02,Profile value updated from 'SQL' to 'Power BI' for role alignment.,9,979,146,7,31,0,0,0,0
234,3,2,Python,SQL,2023-03-08 13:07:03,Profile value updated from 'Python' to 'SQL' for role alignment.,unelson,878,2023-03-08 13:07:03,630,1,2022-12-18,247,234,2023-06-06,1,2023-03-25 13:07:03,Profile value updated from 'Python' to 'SQL' for role alignment.,3,595,19,3,89,0,0,0,0
235,3,2,Cycling,Hiking,2023-12-23 13:07:03,Profile value updated from 'Cycling' to 'Hiking' for role alignment.,fmeyer,108,2023-12-23 13:07:03,154,1,2023-10-05,390,235,2024-06-01,0,2024-01-07 13:07:03,Profile value updated from 'Cycling' to 'Hiking' for role alignment.,10,731,89,4,37,0,0,0,0
236,3,3,Cycling,Running,2023-12-30 13:07:04,Profile value updated from 'Cycling' to 'Running' for role alignment.,katrinacohen,791,2023-12-30 13:07:04,748,2,2023-09-29,789,236,2024-04-16,0,2024-01-12 13:07:04,Profile value updated from 'Cycling' to 'Running' for role alignment.,6,78,521,1,94,0,0,0,0
237,3,3,Power BI,SQL,2024-04-24 13:07:05,Profile value updated from 'Power BI' to 'SQL' for role alignment.,chughes,114,2024-04-24 13:07:05,714,1,2024-02-05,684,237,2024-09-13,1,2024-05-15 13:07:05,Profile value updated from 'Power BI' to 'SQL' for role alignment.,9,799,531,3,30,0,0,0,0
238,3,5,Java,Excel,2023-11-12 13:07:06,Profile value updated from 'Java' to 'Excel' for role alignment.,ejohnston,545,2023-11-12 13:07:06,636,4,2023-09-07,283,238,2024-02-25,0,2023-11-28 13:07:06,Profile value updated from 'Java' to 'Excel' for role alignment.,9,400,189,6,83,0,0,0,0
239,3,5,Azure Fundamentals,PMP,2024-02-19 13:07:06,Profile value updated from 'Azure Fundamentals' to 'PMP' for role alignment.,kendra11,481,2024-02-19 13:07:06,462,4,2023-12-11,931,239,2024-04-11,1,2024-03-12 13:07:06,Profile value updated from 'Azure Fundamentals' to 'PMP' for role alignment.,10,620,925,3,42,0,0,0,0
240,3,6,Scrum Master,PMP,2023-04-07 13:07:07,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,brian97,489,2023-04-07 13:07:07,573,1,2023-01-19,463,240,2023-05-21,1,2023-05-07 13:07:07,Profile value updated from 'Scrum Master' to 'PMP' for role alignment.,10,849,648,4,3,0,0,0,0
241,3,6,Scrum Master,Azure Fundamentals,2023-02-16 13:07:08,Profile value updated from 'Scrum Master' to 'Azure Fundamentals' for role alignment.,walkeralexander,493,2023-02-16 13:07:08,913,5,2023-02-02,788,241,2023-03-28,0,2023-02-22 13:07:08,Profile value updated from 'Scrum Master' to 'Azure Fundamentals' for role alignment.,6,400,776,5,8,0,0,0,0
242,3,6,Hiking,Photography,2023-11-26 13:07:09,Profile value updated from 'Hiking' to 'Photography' for role alignment.,cstevens,961,2023-11-26 13:07:09,566,2,2023-10-15,933,242,2024-05-10,0,2023-12-24 13:07:09,Profile value updated from 'Hiking' to 'Photography' for role alignment.,1,690,192,6,81,0,0,0,0
243,3,9,Java,Power BI,2024-01-31 13:07:10,Profile value updated from 'Java' to 'Power BI' for role alignment.,kathryn74,916,2024-01-31 13:07:10,319,4,2023-11-16,243,243,2024-03-17,1,2024-02-24 13:07:10,Profile value updated from 'Java' to 'Power BI' for role alignment.,1,161,828,8,28,0,0,0,0
244,3,9,Python,Power BI,2023-06-05 13:07:11,Profile value updated from 'Python' to 'Power BI' for role alignment.,marklambert,371,2023-06-05 13:07:11,922,3,2023-04-08,495,244,2023-10-04,1,2023-06-29 13:07:11,Profile value updated from 'Python' to 'Power BI' for role alignment.,1,334,260,5,67,0,0,0,0
245,3,9,Cycling,Photography,2024-05-02 13:07:11,Profile value updated from 'Cycling' to 'Photography' for role alignment.,martinjames,678,2024-05-02 13:07:11,306,4,2024-02-06,864,245,2024-09-23,1,2024-05-28 13:07:11,Profile value updated from 'Cycling' to 'Photography' for role alignment.,9,400,94,9,80,0,0,0,0
246,3,10,Photography,Running,2023-03-24 13:07:12,Profile value updated from 'Photography' to 'Running' for role alignment.,pamela96,624,2023-03-24 13:07:12,341,2,2023-02-09,534,246,2023-08-02,1,2023-03-27 13:07:12,Profile value updated from 'Photography' to 'Running' for role alignment.,9,987,501,2,34,0,0,0,0
247,3,10,Azure Fundamentals,PMP,2023-07-26 13:07:13,Profile value updated from 'Azure Fundamentals' to 'PMP' for role alignment.,derrick57,488,2023-07-26 13:07:13,333,1,2023-05-24,962,247,2023-08-25,0,2023-08-06 13:07:13,Profile value updated from 'Azure Fundamentals' to 'PMP' for role alignment.,8,37,411,1,3,0,0,0,0
248,3,11,Photography,Hiking,2023-02-04 13:07:14,Profile value updated from 'Photography' to 'Hiking' for role alignment.,wrightaustin,656,2023-02-04 13:07:14,395,4,2023-01-18,148,248,2023-06-29,0,2023-03-04 13:07:14,Profile value updated from 'Photography' to 'Hiking' for role alignment.,5,11,925,5,87,0,0,0,0
249,3,11,Power BI,SQL,2023-05-29 13:07:15,Profile value updated from 'Power BI' to 'SQL' for role alignment.,debraclark,241,2023-05-29 13:07:15,26,3,2023-04-02,349,249,2023-10-04,0,2023-06-09 13:07:15,Profile value updated from 'Power BI' to 'SQL' for role alignment.,8,446,624,7,54,0,0,0,0
